toplevelcustomerid,client_account_number,start_date,last_transaction_date,total_rev_monthly_avg,XGB_Preds,RNN_Preds
219282,AS60210852,2022-12-20,2024-03-12,57,68,63
219285,AS60210855,2022-12-20,2024-03-12,33,44,63
219287,AS60210857,2022-12-20,2024-03-12,59,61,63
219303,AS60210873,2022-12-20,2024-03-14,340,263,63
219305,AS60210875,2022-12-20,2024-03-12,11,28,63
219306,AS60210876,2022-12-20,2024-03-12,4,25,63
219321,AS60210891,2022-12-21,2024-03-11,39,49,63
219323,AS60210893,2022-12-21,2024-03-12,451,292,63
219346,AS60210916,2022-12-21,2024-03-12,39,49,63
219356,AS60210926,2022-12-22,2024-03-10,7,27,62
219359,AS60210929,2022-12-22,2024-03-10,9,29,63
219361,AS60210931,2022-12-22,2024-03-12,307,170,63
219363,AS60210933,2022-12-22,2024-03-14,58,63,63
219365,AS60210935,2022-12-22,2024-03-12,41,49,63
219375,AS60210945,2022-12-22,2024-03-10,43,50,63
219376,AS60210946,2022-12-22,2024-03-12,40,46,63
219377,AS60210947,2022-12-22,2024-03-12,21,35,63
219381,AS60210951,2022-12-22,2024-03-10,6,26,63
219400,AS60210969,2022-12-23,2024-03-12,839,555,63
219403,AS60210972,2022-12-23,2024-03-12,147,113,63
219408,AS60210977,2022-12-23,2024-03-12,51,53,63
219412,AS60210981,2022-12-23,2024-03-12,102,84,63
219415,AS60210984,2022-12-23,2024-03-12,91,68,63
219418,AS60210987,2022-12-23,2024-03-12,112,97,63
219419,AS60210988,2022-12-23,2024-03-12,10,29,63
219421,AS60210990,2022-12-23,2024-03-10,11,29,63
219424,AS60210993,2022-12-23,2024-03-10,9,28,63
219425,AS60210994,2022-12-23,2024-03-09,7,39,62
219429,AS60210998,2022-12-23,2024-03-12,8,28,63
219430,AS60210999,2022-12-23,2024-03-12,25,37,63
219440,AS60211009,2022-12-23,2024-03-11,19,36,63
219447,AS60211016,2022-12-23,2024-03-13,412,224,63
219455,AS60211024,2022-12-28,2024-03-12,27,41,63
219472,AS60211041,2022-12-28,2024-03-11,58,56,63
219483,AS60211052,2022-12-29,2024-03-11,0,23,63
219490,AS60211059,2022-12-29,2024-03-11,57,58,63
219492,AS60211061,2022-12-29,2024-03-11,23,36,63
219493,AS60211062,2022-12-29,2024-03-12,418,234,63
219534,AS60211103,2023-01-02,2024-03-10,11,30,63
219558,AS60211127,2023-01-03,2024-03-10,15,33,63
219560,AS60211129,2023-01-03,2024-03-11,19,35,63
219563,AS60211132,2023-01-03,2024-03-12,74,71,63
219565,AS60211134,2023-01-03,2024-03-12,61,63,63
219566,AS60211135,2023-01-03,2024-03-12,21,34,63
219601,AS60211170,2023-01-04,2024-03-12,34,45,63
219609,AS60211178,2023-01-04,2024-03-11,41,50,63
219615,AS60211184,2023-01-04,2024-03-12,62,63,63
219637,AS60211206,2023-01-05,2024-03-12,988,718,63
219639,AS60211208,2023-01-05,2024-03-12,16,33,63
219650,AS60211219,2023-01-05,2024-03-12,77,70,63
219656,AS60211225,2023-01-05,2024-03-12,13,30,63
219659,AS60211228,2023-01-05,2024-03-12,30,41,63
219677,AS60211246,2023-01-05,2024-03-11,10,29,63
219697,AS60211266,2023-01-06,2024-03-11,10,29,63
219698,AS60211267,2023-01-06,2024-03-09,19,35,63
219701,AS60211270,2023-01-06,2024-03-11,20,34,63
219715,AS60211284,2023-01-06,2024-03-11,34,46,63
219724,AS60211292,2023-01-06,2024-03-12,179,134,63
219748,AS60211316,2023-01-09,2024-03-12,19,36,63
219767,AS60211335,2023-01-09,2024-03-12,1,23,63
219769,AS60211337,2023-01-09,2024-03-12,105,89,63
219772,AS60211340,2023-01-09,2024-03-11,13,32,63
219778,AS60211346,2023-01-09,2024-03-12,51,53,63
219787,AS60211355,2023-01-09,2024-03-12,126,103,63
219792,AS60211360,2023-01-09,2024-03-11,114,97,63
219823,AS60211391,2023-01-10,2024-03-11,14,30,63
219828,AS60211396,2023-01-10,2024-03-12,87,80,63
219835,AS60211403,2023-01-10,2024-03-11,21,41,63
219838,AS60211406,2023-01-10,2024-03-12,38,48,63
219853,AS60211421,2023-01-10,2024-03-12,35,45,63
219856,AS60211424,2023-01-10,2024-03-12,118,91,63
219866,AS60211434,2023-01-11,2024-03-12,40,49,63
219869,AS60211437,2023-01-11,2024-03-12,70,74,63
219871,AS60211439,2023-01-11,2024-03-12,44,52,63
219873,AS60211441,2023-01-11,2024-03-11,8,27,63
219883,AS60211451,2023-01-11,2024-03-12,147,128,63
219890,AS60211458,2023-01-11,2024-03-12,27,41,63
219893,AS60211461,2023-01-11,2024-03-12,59,61,63
219895,AS60211463,2023-01-11,2024-03-12,57,69,63
219896,AS60211464,2023-01-11,2024-03-14,39,47,63
219897,AS60211465,2023-01-11,2024-03-12,111,93,63
219899,AS60211467,2023-01-11,2024-03-09,9,29,63
219910,AS60211478,2023-01-11,2024-03-12,113,97,63
219913,AS60211481,2023-01-11,2024-03-11,6,26,62
219923,AS60211491,2023-01-12,2024-03-09,40,48,63
219927,AS60211495,2023-01-12,2024-03-12,7,27,63
219929,AS60211497,2023-01-12,2024-03-11,9,29,63
219932,AS60211500,2023-01-12,2024-03-12,28,38,63
219936,AS60211504,2023-01-12,2024-03-12,25,36,63
219948,AS60211516,2023-01-12,2024-03-12,55,67,63
219951,AS60211519,2023-01-12,2024-03-09,12,29,63
219961,AS60211529,2023-01-12,2024-03-12,10,28,63
219967,AS60211535,2023-01-12,2024-03-12,75,71,63
219968,AS60211536,2023-01-12,2024-03-11,6,26,63
219992,AS60211560,2023-01-13,2024-03-12,17,33,63
219994,AS60211562,2023-01-13,2024-03-09,22,36,63
220013,AS60211581,2023-01-13,2024-03-11,30,43,63
220025,AS60211593,2023-01-13,2024-03-09,16,32,63
220037,AS60211605,2023-01-13,2024-03-09,13,41,63
220043,AS60211611,2023-01-16,2024-03-12,83,74,63
220048,AS60211616,2023-01-16,2024-03-12,58,60,63
220049,AS60211617,2023-01-16,2024-03-12,851,639,63
220050,AS60211618,2023-01-16,2024-03-10,40,48,63
220052,AS60211620,2023-01-16,2024-03-10,16,33,63
220054,AS60211622,2023-01-16,2024-03-12,21,34,63
220055,AS60211623,2023-01-16,2024-03-12,7,34,63
220061,AS60211629,2023-01-16,2024-03-11,55,66,63
220076,AS60211642,2023-01-16,2024-03-11,21,35,62
220087,AS60211653,2023-01-16,2024-03-12,39,46,63
220088,AS60211654,2023-01-16,2024-03-11,23,38,63
220101,AS60211667,2023-01-16,2024-03-11,157,41,63
220126,AS60211691,2023-01-17,2024-03-11,31,40,63
220131,AS60211696,2023-01-17,2024-03-12,125,101,63
220147,AS60211712,2023-01-17,2024-03-12,379,261,63
220154,AS60211719,2023-01-17,2024-03-12,30,39,63
220157,AS60211722,2023-01-17,2024-03-10,12,30,63
220183,AS60211746,2023-01-18,2024-03-12,146,124,63
220184,AS60211747,2023-01-18,2024-03-12,138,112,63
220187,AS60211750,2023-01-18,2024-03-12,169,137,63
220188,AS60211751,2023-01-18,2024-03-11,27,38,63
220190,AS60211753,2023-01-18,2024-03-12,57,57,63
220201,AS60211764,2023-01-18,2024-03-11,38,45,63
220211,AS60211774,2023-01-19,2024-03-12,355,188,63
220222,AS60211785,2023-01-19,2024-03-10,38,49,63
220230,AS60211793,2023-01-19,2024-03-11,13,29,63
220239,AS60211802,2023-01-19,2024-03-11,3,24,63
220247,AS60211810,2023-01-19,2024-03-12,3,24,63
220260,AS60211822,2023-01-19,2024-03-11,23,39,63
220276,AS60211838,2023-01-19,2024-03-12,25,38,63
220280,AS60211842,2023-01-20,2024-03-12,22,34,63
220282,AS60211844,2023-01-20,2024-03-10,31,40,63
220295,AS60211857,2023-01-20,2024-03-10,47,58,63
220296,AS60211858,2023-01-20,2024-03-12,17,36,63
220297,AS60211859,2023-01-20,2024-03-12,59,58,63
220298,AS60211860,2023-01-20,2024-03-09,31,43,63
220302,AS60211864,2023-01-20,2024-03-12,35,46,63
220305,AS60211867,2023-01-20,2024-03-09,24,41,63
220322,AS60211884,2023-01-20,2024-03-12,22,37,63
220324,AS60211886,2023-01-20,2024-03-12,46,52,63
220327,AS60211889,2023-01-20,2024-03-12,105,95,63
220329,AS60211890,2023-01-20,2024-03-11,101,90,63
220338,AS60211899,2023-01-20,2024-03-11,28,41,63
220344,AS60211905,2023-01-20,2024-03-11,28,40,63
220349,AS60211910,2023-01-23,2024-03-12,11,29,63
220353,AS60211914,2023-01-23,2024-03-12,26,39,63
220363,AS60211924,2023-01-23,2024-03-12,1354,692,63
220366,AS60211927,2023-01-23,2024-03-10,20,35,63
220382,AS60211942,2023-01-23,2024-03-09,44,51,63
220388,AS60211948,2023-01-23,2024-03-12,20,34,63
220393,AS60211953,2023-01-23,2024-03-12,39,50,63
220394,AS60211954,2023-01-23,2024-03-11,40,47,63
220397,AS60211957,2023-01-23,2024-03-14,171,135,63
220413,AS60211973,2023-01-24,2024-03-12,14,31,63
220418,AS60211978,2023-01-24,2024-03-09,36,46,63
220421,AS60211981,2023-01-24,2024-03-12,47,55,63
220425,AS60211985,2023-01-24,2024-03-11,14,31,63
220463,AS60212023,2023-01-24,2024-03-12,58,58,63
220469,AS60212029,2023-01-24,2024-03-12,7,26,63
220478,AS60212038,2023-01-24,2024-03-09,34,41,63
220480,AS60212040,2023-01-24,2024-03-12,18,41,63
220484,AS60212044,2023-01-24,2024-03-12,90,41,63
220496,AS60212056,2023-01-25,2024-03-09,141,117,63
220510,AS60212070,2023-01-25,2024-03-11,36,41,63
220514,AS60212074,2023-01-25,2024-03-12,44,50,63
220524,AS60212084,2023-01-25,2024-03-11,13,30,63
220534,AS60212094,2023-01-25,2024-03-12,235,182,63
220538,AS60212098,2023-01-25,2024-03-12,69,67,63
220553,AS60212113,2023-01-25,2024-03-12,62,52,63
220563,AS60212123,2023-01-26,2024-03-11,29,43,63
220566,AS60212126,2023-01-26,2024-03-12,52,55,63
220568,AS60212128,2023-01-26,2024-03-10,49,53,63
220570,AS60212130,2023-01-26,2024-03-11,9,28,63
220588,AS60212148,2023-01-26,2024-03-12,51,55,63
220590,AS60212150,2023-01-26,2024-03-11,58,57,63
220591,AS60212151,2023-01-26,2024-03-10,13,29,63
220594,AS60212154,2023-01-26,2024-03-12,42,50,63
220601,AS60212161,2023-01-26,2024-03-11,19,33,63
220640,AS60212200,2023-01-27,2024-03-09,10,28,63
220645,AS60212205,2023-01-27,2024-03-12,132,106,63
220673,AS60212233,2023-01-27,2024-03-11,101,87,63
220678,AS60212237,2023-01-27,2024-03-12,46,50,63
220703,AS60212262,2023-01-29,2024-03-11,6,41,63
220717,AS60212276,2023-01-30,2024-03-09,9,28,63
220724,AS60212283,2023-01-30,2024-03-09,104,88,63
220731,AS60212290,2023-01-30,2024-03-12,6664,1026,63
220736,AS60212295,2023-01-30,2024-03-11,34,45,63
220750,AS60212309,2023-01-30,2024-03-12,412,278,63
220751,AS60212310,2023-01-30,2024-03-11,5,28,63
220761,AS60212320,2023-01-30,2024-03-12,25,41,63
220767,AS60212326,2023-01-30,2024-03-12,34,42,63
220778,AS60212337,2023-01-31,2024-03-12,35,44,63
220783,AS60212342,2023-01-31,2024-03-12,163,130,63
220785,AS60212344,2023-01-31,2024-03-10,16,32,63
220787,AS60212346,2023-01-31,2024-03-12,23,38,63
220788,AS60212347,2023-01-31,2024-03-12,7,27,63
220791,AS60212350,2023-01-31,2024-03-12,45,55,63
220806,AS60212365,2023-01-31,2024-03-09,7,28,63
220808,AS60212367,2023-01-31,2024-03-12,36,47,63
220809,AS60212368,2023-01-31,2024-03-12,654,505,63
220812,AS60212371,2023-01-31,2024-03-12,18,34,63
220819,AS60212378,2023-01-31,2024-03-12,107,86,63
220831,AS60212390,2023-01-31,2024-03-11,25,39,63
220832,AS60212391,2023-01-31,2024-03-12,10,29,63
220868,AS60212427,2023-02-01,2024-03-12,19,33,63
220880,AS60212439,2023-02-01,2024-03-12,24,38,63
220890,AS60212449,2023-02-01,2024-03-13,18,34,63
220900,AS60212459,2023-02-01,2024-03-12,134,108,63
220913,AS60212472,2023-02-01,2024-03-12,188,142,63
220930,AS60212489,2023-02-02,2024-03-11,88,41,63
220933,AS60212492,2023-02-02,2024-03-12,126,41,63
220935,AS60212494,2023-02-02,2024-03-12,5,41,63
220936,AS60212495,2023-02-02,2024-03-12,130,41,63
220940,AS60212499,2023-02-02,2024-03-12,166,129,63
220955,AS60212514,2023-02-02,2024-03-12,41,41,63
220958,AS60212517,2023-02-03,2024-03-12,39,48,63
220962,AS60212521,2023-02-03,2024-03-09,14,31,63
220969,AS60212528,2023-02-03,2024-03-13,461,264,63
220973,AS60212532,2023-02-03,2024-03-10,48,54,63
220975,AS60212534,2023-02-03,2024-03-12,26,41,63
220976,AS60212535,2023-02-03,2024-03-12,36,41,63
220983,AS60212542,2023-02-03,2024-03-12,44,48,63
221001,AS60212559,2023-02-03,2024-03-12,141,41,63
221008,AS60212566,2023-02-03,2024-03-12,51,41,63
221010,AS60212568,2023-02-03,2024-03-12,75,41,63
221020,AS60212578,2023-02-05,2024-03-11,31,41,63
221022,AS60212580,2023-02-05,2024-03-11,54,41,63
221023,AS60212581,2023-02-05,2024-03-11,37,41,63
221024,AS60212582,2023-02-05,2024-03-11,10,41,63
221029,AS60212587,2023-02-05,2024-03-12,43,41,63
221045,AS60212603,2023-02-06,2024-03-12,9,27,63
221048,AS60212606,2023-02-06,2024-03-11,150,121,63
221052,AS60212610,2023-02-06,2024-03-12,248,191,63
221065,AS60212623,2023-02-06,2024-03-09,25,39,63
221068,AS60212626,2023-02-06,2024-03-12,187,148,63
221069,AS60212627,2023-02-06,2024-03-12,15,32,63
221072,AS60212630,2023-02-06,2024-03-12,183,150,63
221073,AS60212631,2023-02-06,2024-03-12,29,41,63
221093,AS60212651,2023-02-06,2024-03-09,12,29,63
221096,AS60212654,2023-02-06,2024-03-12,91,84,63
221098,AS60212656,2023-02-06,2024-03-11,56,53,63
221112,AS60212670,2023-02-07,2024-03-12,33,44,63
221113,AS60212671,2023-02-07,2024-03-12,10,29,63
221121,AS60212679,2023-02-07,2024-03-12,391,256,63
221140,AS60212698,2023-02-07,2024-03-12,16,41,63
221142,AS60212700,2023-02-07,2024-03-12,48,41,63
221148,AS60212706,2023-02-07,2024-03-11,28,41,63
221159,AS60212717,2023-02-07,2024-03-12,7,27,63
221163,AS60212721,2023-02-07,2024-03-11,12,31,63
221182,AS60212740,2023-02-08,2024-03-11,2,28,63
221191,AS60212749,2023-02-08,2024-03-12,17,38,63
221197,AS60212755,2023-02-08,2024-03-12,16,31,63
221198,AS60212756,2023-02-08,2024-03-12,39,48,63
221199,AS60212757,2023-02-08,2024-03-11,60,58,63
221204,AS60212762,2023-02-08,2024-03-13,1254,331,63
221213,AS60212771,2023-02-08,2024-03-12,23,37,63
221216,AS60212774,2023-02-08,2024-03-12,43,49,63
221219,AS60212777,2023-02-08,2024-03-12,22,40,63
221220,AS60212778,2023-02-08,2024-03-12,51,57,63
221227,AS60212785,2023-02-08,2024-03-12,147,106,63
221255,AS60212813,2023-02-09,2024-03-11,11,29,63
221258,AS60212816,2023-02-09,2024-03-11,32,43,63
221261,AS60212819,2023-02-09,2024-03-11,17,32,63
221266,AS60212824,2023-02-09,2024-03-10,11,32,63
221280,AS60212838,2023-02-09,2024-03-13,35,44,63
221283,AS60212841,2023-02-09,2024-03-14,305,238,63
221285,AS60212843,2023-02-09,2024-03-11,28,41,62
221298,AS60212856,2023-02-09,2024-03-12,189,130,63
221299,AS60212857,2023-02-09,2024-03-11,5,28,63
221328,AS60212886,2023-02-10,2024-03-11,53,66,63
221334,AS60212892,2023-02-10,2024-03-12,32,41,63
221357,AS60212915,2023-02-10,2024-03-09,4,24,63
221367,AS60212925,2023-02-10,2024-03-11,11,29,63
221370,AS60212928,2023-02-10,2024-03-09,14,31,63
221378,AS60212936,2023-02-10,2024-03-10,128,96,62
221407,AS60212965,2023-02-13,2024-03-10,7,28,63
221423,AS60212981,2023-02-13,2024-03-11,8,29,63
221433,AS60212991,2023-02-13,2024-03-11,22,36,63
221438,AS60212996,2023-02-13,2024-03-12,34,62,63
221439,AS60212997,2023-02-13,2024-03-09,70,71,63
221442,AS60213000,2023-02-13,2024-03-12,231,178,63
221448,AS60213006,2023-02-13,2024-03-12,7,26,63
221456,AS60213014,2023-02-13,2024-03-12,119,98,63
221465,AS60213023,2023-02-13,2024-03-09,7,38,63
221468,AS60213026,2023-02-14,2024-03-10,41,48,63
221480,AS60213038,2023-02-14,2024-03-12,156,121,63
221481,AS60213039,2023-02-14,2024-03-12,49,56,63
221484,AS60213042,2023-02-14,2024-03-10,14,32,63
221489,AS60213046,2023-02-14,2024-03-12,75,71,63
221493,AS60213050,2023-02-14,2024-03-14,728,513,63
221510,AS60213067,2023-02-14,2024-03-12,42,52,63
221519,AS60213076,2023-02-14,2024-03-11,2,41,63
221534,AS60213091,2023-02-15,2024-03-12,449,292,63
221538,AS60213095,2023-02-15,2024-03-09,13,29,63
221547,AS60213104,2023-02-15,2024-03-12,262,207,63
221557,AS60213114,2023-02-15,2024-03-12,14,31,63
221565,AS60213121,2023-02-15,2024-03-12,56,60,63
221572,AS60213128,2023-02-16,2024-03-11,147,120,63
221575,AS60213131,2023-02-16,2024-03-11,60,72,63
221576,AS60213132,2023-02-16,2024-03-12,222,172,63
221581,AS60213137,2023-02-16,2024-03-11,5,26,63
221596,AS60213152,2023-02-16,2024-03-12,11,29,63
221599,AS60213155,2023-02-16,2024-03-11,14,32,63
221605,AS60213161,2023-02-16,2024-03-12,60,61,63
221625,AS60213181,2023-02-17,2024-03-12,96,86,63
221627,AS60213183,2023-02-17,2024-03-12,70,68,63
221630,AS60213186,2023-02-17,2024-03-14,275,192,63
221641,AS60213197,2023-02-17,2024-03-11,60,60,63
221659,AS60213215,2023-02-17,2024-03-12,13,30,63
221670,AS60213226,2023-02-17,2024-03-12,87,76,63
221698,AS60213254,2023-02-20,2024-03-12,77,72,63
221701,AS60213257,2023-02-20,2024-03-12,87,74,63
221715,AS60213271,2023-02-20,2024-03-10,5,26,63
221735,AS60213291,2023-02-20,2024-03-10,14,32,63
221745,AS60213301,2023-02-20,2024-03-12,166,130,63
221751,AS60213307,2023-02-21,2024-03-11,6,27,63
221759,AS60213315,2023-02-21,2024-03-10,40,47,63
221760,AS60213316,2023-02-21,2024-03-11,32,42,63
221767,AS60213323,2023-02-21,2024-03-12,22,37,63
221768,AS60213324,2023-02-21,2024-03-12,12,31,63
221779,AS60213335,2023-02-21,2024-03-14,193,52,63
221783,AS60213339,2023-02-21,2024-03-11,59,61,63
221785,AS60213341,2023-02-21,2024-03-10,14,32,63
221794,AS60213350,2023-02-21,2024-03-11,18,33,63
221800,AS60213356,2023-02-21,2024-03-10,48,53,63
221825,AS60213381,2023-02-22,2024-03-09,28,41,63
221827,AS60213383,2023-02-22,2024-03-10,7,27,63
221830,AS60213386,2023-02-22,2024-03-11,15,31,63
221859,AS60213415,2023-02-22,2024-03-09,94,84,63
221867,AS60213423,2023-02-22,2024-03-11,20,35,63
221869,AS60213425,2023-02-22,2024-03-12,1077,739,63
221876,AS60213432,2023-02-22,2024-03-09,214,112,63
221885,AS60213441,2023-02-23,2024-03-12,97,86,63
221888,AS60213444,2023-02-23,2024-03-12,85,78,63
221903,AS60213459,2023-02-23,2024-03-12,28,38,63
221911,AS60213466,2023-02-23,2024-03-12,13,31,63
221916,AS60213471,2023-02-23,2024-03-11,195,134,63
221921,AS60213476,2023-02-23,2024-03-13,244,183,63
221925,AS60213480,2023-02-23,2024-03-12,715,505,63
221939,AS60213494,2023-02-23,2024-03-12,15,34,63
221944,AS60213499,2023-02-23,2024-03-12,197,142,63
221957,AS60213512,2023-02-24,2024-03-12,7,27,63
221960,AS60213515,2023-02-24,2024-03-12,160,128,63
221980,AS60213535,2023-02-24,2024-03-11,12,30,63
222015,AS60213570,2023-02-27,2024-03-12,39,50,63
222019,AS60213574,2023-02-27,2024-03-12,40,50,63
222024,AS60213579,2023-02-27,2024-03-12,151,120,63
222027,AS60213582,2023-02-27,2024-03-12,117,99,63
222054,AS60213609,2023-02-27,2024-03-11,28,41,63
222064,AS60213619,2023-02-27,2024-03-09,62,64,63
222074,AS60213629,2023-02-28,2024-03-12,27,40,62
222076,AS60213631,2023-02-28,2024-03-11,64,71,63
222078,AS60213633,2023-02-28,2024-03-12,107,92,63
222081,AS60213636,2023-02-28,2024-03-11,17,34,63
222093,AS60213648,2023-02-28,2024-03-12,32,43,63
222096,AS60213651,2023-02-28,2024-03-12,76,72,63
222103,AS60213658,2023-02-28,2024-03-12,18,33,63
222114,AS60213669,2023-02-28,2024-03-12,12,30,63
222117,AS60213672,2023-02-28,2024-03-11,26,45,63
222121,AS60213676,2023-02-28,2024-03-12,48,63,63
222134,AS60213689,2023-03-01,2024-03-12,18,33,63
222137,AS60213692,2023-03-01,2024-03-11,16,33,63
222149,AS60213704,2023-03-01,2024-03-10,16,32,63
222151,AS60213706,2023-03-01,2024-03-12,84,74,63
222165,AS60213720,2023-03-01,2024-03-12,142,118,63
222177,AS60213732,2023-03-01,2024-03-12,64,66,63
222183,AS60213738,2023-03-02,2024-03-10,14,31,63
222189,AS60213744,2023-03-02,2024-03-11,10,36,63
222190,AS60213745,2023-03-02,2024-03-12,62,61,63
222192,AS60213747,2023-03-02,2024-03-11,6,26,63
222193,AS60213748,2023-03-02,2024-03-11,105,89,63
222194,AS60213749,2023-03-02,2024-03-09,18,32,63
222198,AS60213753,2023-03-02,2024-03-11,8,27,63
222199,AS60213754,2023-03-02,2024-03-12,18,34,63
222204,AS60213759,2023-03-02,2024-03-10,52,50,63
222211,AS60213766,2023-03-02,2024-03-11,2,26,63
222216,AS60213771,2023-03-02,2024-03-10,1972,1116,63
222222,AS60213777,2023-03-02,2024-03-11,23,37,63
222226,AS60213781,2023-03-02,2024-03-12,8,29,63
222228,AS60213783,2023-03-02,2024-03-11,41,48,63
222230,AS60213785,2023-03-02,2024-03-10,9,29,63
222235,AS60213790,2023-03-02,2024-03-12,16,32,63
222236,AS60213791,2023-03-02,2024-03-12,119,97,63
222237,AS60213792,2023-03-02,2024-03-12,10,30,63
222239,AS60213794,2023-03-02,2024-03-12,57,58,63
222241,AS60213796,2023-03-02,2024-03-12,54,57,63
222264,AS60213819,2023-03-03,2024-03-11,46,52,63
222265,AS60213820,2023-03-03,2024-03-12,125,102,63
222267,AS60213822,2023-03-03,2024-03-14,6,28,63
222268,AS60213823,2023-03-03,2024-03-12,128,106,63
222277,AS60213832,2023-03-03,2024-03-11,4,25,63
222292,AS60213847,2023-03-03,2024-03-12,21,34,63
222297,AS60213852,2023-03-03,2024-03-09,21,36,63
222299,AS60213854,2023-03-03,2024-03-11,29,41,63
222315,AS60213870,2023-03-03,2024-03-12,104,92,63
222316,AS60213871,2023-03-03,2024-03-12,45,51,63
222317,AS60213872,2023-03-03,2024-03-11,41,48,63
222320,AS60213875,2023-03-03,2024-03-10,25,38,63
222376,AS60213930,2023-03-06,2024-03-09,6,27,63
222382,AS60213936,2023-03-06,2024-03-12,47,54,63
222385,AS60213939,2023-03-06,2024-03-13,380,217,63
222394,AS60213948,2023-03-06,2024-03-12,64,66,63
222396,AS60213950,2023-03-06,2024-03-11,70,67,63
222399,AS60213953,2023-03-06,2024-03-12,19,35,63
222409,AS60213963,2023-03-06,2024-03-11,41,49,63
222417,AS60213971,2023-03-06,2024-03-09,247,176,63
222423,AS60213977,2023-03-07,2024-03-12,68,68,63
222424,AS60213978,2023-03-07,2024-03-11,9,29,63
222426,AS60213980,2023-03-07,2024-03-11,24,37,63
222427,AS60213981,2023-03-07,2024-03-11,9,28,63
222431,AS60213985,2023-03-07,2024-03-10,13,30,63
222433,AS60213987,2023-03-07,2024-03-12,32,40,63
222447,AS60214001,2023-03-07,2024-03-12,74,72,63
222456,AS60214010,2023-03-07,2024-03-12,20,36,63
222462,AS60214016,2023-03-07,2024-03-12,221,108,63
222491,AS60214045,2023-03-08,2024-03-12,18,33,63
222493,AS60214047,2023-03-08,2024-03-12,29,41,63
222497,AS60214051,2023-03-08,2024-03-11,6,26,63
222503,AS60214057,2023-03-08,2024-03-10,76,74,63
222510,AS60214064,2023-03-08,2024-03-12,19,37,63
222511,AS60214065,2023-03-08,2024-03-11,143,115,63
222514,AS60214068,2023-03-08,2024-03-13,82,56,63
222520,AS60214074,2023-03-08,2024-03-11,6,26,63
222548,AS60214102,2023-03-09,2024-03-11,7,27,63
222558,AS60214112,2023-03-09,2024-03-12,37,47,63
222559,AS60214113,2023-03-09,2024-03-12,58,62,63
222566,AS60214120,2023-03-09,2024-03-12,84,71,63
222569,AS60214123,2023-03-09,2024-03-12,79,74,63
222572,AS60214126,2023-03-09,2024-03-09,14,29,63
222579,AS60214133,2023-03-09,2024-03-11,32,41,63
222589,AS60214143,2023-03-09,2024-03-12,28,40,63
222592,AS60214146,2023-03-09,2024-03-11,16,32,63
222594,AS60214148,2023-03-09,2024-03-12,75,71,63
222597,AS60214151,2023-03-09,2024-03-12,16,36,63
222605,AS60214159,2023-03-09,2024-03-14,11,30,63
222606,AS60214160,2023-03-10,2024-03-12,7,27,63
222612,AS60214166,2023-03-10,2024-03-11,21,36,63
222615,AS60214169,2023-03-10,2024-03-11,20,35,63
222616,AS60214170,2023-03-10,2024-03-12,6,26,63
222617,AS60214171,2023-03-10,2024-03-12,72,72,63
222632,AS60214186,2023-03-10,2024-03-12,111,96,63
222637,AS60214191,2023-03-10,2024-03-13,1,25,63
222644,AS60214198,2023-03-10,2024-03-12,19,33,63
222646,AS60214200,2023-03-10,2024-03-11,155,119,63
222653,AS60214207,2023-03-10,2024-03-12,35,43,62
222677,AS60214231,2023-03-13,2024-03-12,44,48,63
222679,AS60214233,2023-03-13,2024-03-12,84,73,63
222680,AS60214234,2023-03-13,2024-03-11,17,32,63
222687,AS60214241,2023-03-13,2024-03-11,21,34,63
222691,AS60214245,2023-03-13,2024-03-09,7,27,63
222692,AS60214246,2023-03-13,2024-03-11,26,40,63
222710,AS60214264,2023-03-13,2024-03-12,16,31,63
222711,AS60214265,2023-03-13,2024-03-10,4,25,63
222715,AS60214269,2023-03-13,2024-03-10,36,42,63
222717,AS60214271,2023-03-13,2024-03-11,426,339,63
222722,AS60214276,2023-03-13,2024-03-12,210,155,63
222741,AS60214295,2023-03-14,2024-03-12,110,91,63
222748,AS60214302,2023-03-14,2024-03-11,11,30,63
222751,AS60214305,2023-03-14,2024-03-10,19,34,63
222753,AS60214307,2023-03-14,2024-03-11,22,37,63
222758,AS60214312,2023-03-14,2024-03-12,34,46,63
222763,AS60214317,2023-03-14,2024-03-12,12,29,63
222776,AS60214330,2023-03-14,2024-03-12,26,40,63
222782,AS60214336,2023-03-14,2024-03-11,19,34,63
222785,AS60214339,2023-03-14,2024-03-11,7,27,63
222787,AS60214341,2023-03-14,2024-03-12,19,34,63
222798,AS60214351,2023-03-15,2024-03-10,17,33,63
222801,AS60214354,2023-03-15,2024-03-11,14,31,63
222808,AS60214361,2023-03-15,2024-03-12,54,55,63
222821,AS60214374,2023-03-15,2024-03-12,30,42,63
222831,AS60214384,2023-03-15,2024-03-12,284,200,63
222833,AS60214386,2023-03-15,2024-03-10,31,41,63
222839,AS60214392,2023-03-15,2024-03-12,59,62,63
222840,AS60214393,2023-03-15,2024-03-11,63,60,63
222843,AS60214396,2023-03-15,2024-03-12,7,27,63
222847,AS60214400,2023-03-15,2024-03-13,15,31,63
222850,AS60214403,2023-03-15,2024-03-09,88,72,63
222851,AS60214404,2023-03-15,2024-03-11,26,43,63
222852,AS60214405,2023-03-15,2024-03-11,13,31,63
222855,AS60214408,2023-03-16,2024-03-09,67,63,63
222864,AS60214417,2023-03-16,2024-03-09,50,52,63
